"","rater_id","rated_ID","Group","presItem","prestigeRatings","id"
"74.R13",25,24,5,"R13",5,74
"71.R14",25,21,5,"R14",6,71
"72.R14",25,22,5,"R14",6,72
"73.R14",25,23,5,"R14",6,73
"74.R14",25,24,5,"R14",5,74
"71.R15",25,21,5,"R15",6,71
"72.R15",25,22,5,"R15",6,72
"73.R15",25,23,5,"R15",5,73
"74.R15",25,24,5,"R15",5,74
"71.R17rev",25,21,5,"R17rev",7,71
"72.R17rev",25,22,5,"R17rev",7,72
"73.R17rev",25,23,5,"R17rev",7,73
"74.R17rev",25,24,5,"R17rev",7,74
"75.R1",26,28,6,"R1",4,75
"76.R1",26,29,6,"R1",6,76
"77.R1",26,30,6,"R1",7,77
"75.R2rev",26,28,6,"R2rev",4,75
"76.R2rev",26,29,6,"R2rev",7,76
"77.R2rev",26,30,6,"R2rev",2,77
"75.R4",26,28,6,"R4",4,75
"76.R4",26,29,6,"R4",1,76
"77.R4",26,30,6,"R4",3,77
"75.R6rev",26,28,6,"R6rev",4,75
"76.R6rev",26,29,6,"R6rev",7,76
"77.R6rev",26,30,6,"R6rev",7,77
"75.R8",26,28,6,"R8",4,75
"76.R8",26,29,6,"R8",7,76
"77.R8",26,30,6,"R8",7,77
"75.R13",26,28,6,"R13",4,75
"76.R13",26,29,6,"R13",7,76
"77.R13",26,30,6,"R13",7,77
"75.R14",26,28,6,"R14",4,75
"76.R14",26,29,6,"R14",7,76
"77.R14",26,30,6,"R14",7,77
"75.R15",26,28,6,"R15",4,75
"76.R15",26,29,6,"R15",6,76
"77.R15",26,30,6,"R15",7,77
"75.R17rev",26,28,6,"R17rev",4,75
"76.R17rev",26,29,6,"R17rev",7,76
"77.R17rev",26,30,6,"R17rev",7,77
"78.R1",28,26,6,"R1",5,78
"79.R1",28,27,6,"R1",5,79
"80.R1",28,29,6,"R1",5,80
"81.R1",28,30,6,"R1",5,81
"78.R2rev",28,26,6,"R2rev",5,78
"79.R2rev",28,27,6,"R2rev",5,79
"80.R2rev",28,29,6,"R2rev",5,80
"81.R2rev",28,30,6,"R2rev",4,81
"78.R4",28,26,6,"R4",5,78
"79.R4",28,27,6,"R4",4,79
"80.R4",28,29,6,"R4",5,80
"81.R4",28,30,6,"R4",5,81
"78.R6rev",28,26,6,"R6rev",5,78
"79.R6rev",28,27,6,"R6rev",5,79
"80.R6rev",28,29,6,"R6rev",5,80
"81.R6rev",28,30,6,"R6rev",4,81
"78.R8",28,26,6,"R8",6,78
"79.R8",28,27,6,"R8",6,79
"80.R8",28,29,6,"R8",5,80
"81.R8",28,30,6,"R8",5,81
"78.R13",28,26,6,"R13",6,78
"79.R13",28,27,6,"R13",5,79
"80.R13",28,29,6,"R13",5,80
"81.R13",28,30,6,"R13",6,81
"78.R14",28,26,6,"R14",6,78
"79.R14",28,27,6,"R14",5,79
"80.R14",28,29,6,"R14",5,80
"81.R14",28,30,6,"R14",4,81
"78.R15",28,26,6,"R15",6,78
"79.R15",28,27,6,"R15",5,79
"80.R15",28,29,6,"R15",5,80
"81.R15",28,30,6,"R15",4,81
"78.R17rev",28,26,6,"R17rev",6,78
"79.R17rev",28,27,6,"R17rev",6,79
"80.R17rev",28,29,6,"R17rev",6,80
"81.R17rev",28,30,6,"R17rev",5,81
"82.R1",29,26,6,"R1",4,82
"83.R1",29,27,6,"R1",2,83
"84.R1",29,28,6,"R1",3,84
"85.R1",29,30,6,"R1",7,85
"82.R2rev",29,26,6,"R2rev",3,82
"83.R2rev",29,27,6,"R2rev",6,83
"84.R2rev",29,28,6,"R2rev",7,84
"85.R2rev",29,30,6,"R2rev",7,85
"82.R4",29,26,6,"R4",1,82
"83.R4",29,27,6,"R4",2,83
"84.R4",29,28,6,"R4",1,84
"85.R4",29,30,6,"R4",1,85
"82.R6rev",29,26,6,"R6rev",7,82
"83.R6rev",29,27,6,"R6rev",7,83
"84.R6rev",29,28,6,"R6rev",7,84
"85.R6rev",29,30,6,"R6rev",7,85
"82.R8",29,26,6,"R8",5,82
"83.R8",29,27,6,"R8",1,83
"84.R8",29,28,6,"R8",3,84
"85.R8",29,30,6,"R8",7,85
"82.R13",29,26,6,"R13",4,82
"83.R13",29,27,6,"R13",1,83
"84.R13",29,28,6,"R13",4,84
"85.R13",29,30,6,"R13",7,85
"82.R14",29,26,6,"R14",6,82
"83.R14",29,27,6,"R14",1,83
"84.R14",29,28,6,"R14",4,84
"85.R14",29,30,6,"R14",7,85
"82.R15",29,26,6,"R15",4,82
"83.R15",29,27,6,"R15",1,83
"84.R15",29,28,6,"R15",3,84
"85.R15",29,30,6,"R15",4,85
"82.R17rev",29,26,6,"R17rev",7,82
"83.R17rev",29,27,6,"R17rev",7,83
"84.R17rev",29,28,6,"R17rev",7,84
"85.R17rev",29,30,6,"R17rev",7,85
"86.R1",32,31,7,"R1",6,86
"87.R1",32,33,7,"R1",5,87
"88.R1",32,34,7,"R1",4,88
"89.R1",32,35,7,"R1",4,89
"86.R2rev",32,31,7,"R2rev",5,86
"87.R2rev",32,33,7,"R2rev",6,87
"88.R2rev",32,34,7,"R2rev",3,88
"89.R2rev",32,35,7,"R2rev",6,89
"86.R4",32,31,7,"R4",5,86
"87.R4",32,33,7,"R4",4,87
"88.R4",32,34,7,"R4",3,88
"89.R4",32,35,7,"R4",4,89
"86.R6rev",32,31,7,"R6rev",3,86
"87.R6rev",32,33,7,"R6rev",5,87
"88.R6rev",32,34,7,"R6rev",4,88
"89.R6rev",32,35,7,"R6rev",6,89
"86.R8",32,31,7,"R8",6,86
"87.R8",32,33,7,"R8",3,87
"88.R8",32,34,7,"R8",3,88
"89.R8",32,35,7,"R8",4,89
"86.R13",32,31,7,"R13",6,86
"87.R13",32,33,7,"R13",3,87
"88.R13",32,34,7,"R13",3,88
"89.R13",32,35,7,"R13",4,89
"86.R14",32,31,7,"R14",6,86
"87.R14",32,33,7,"R14",3,87
"88.R14",32,34,7,"R14",2,88
"89.R14",32,35,7,"R14",2,89
"86.R15",32,31,7,"R15",6,86
"87.R15",32,33,7,"R15",1,87
"88.R15",32,34,7,"R15",1,88
"89.R15",32,35,7,"R15",2,89
"86.R17rev",32,31,7,"R17rev",5,86
"87.R17rev",32,33,7,"R17rev",2,87
"88.R17rev",32,34,7,"R17rev",6,88
"89.R17rev",32,35,7,"R17rev",6,89
"90.R1",33,31,7,"R1",7,90
"91.R1",33,34,7,"R1",4,91
"92.R1",33,35,7,"R1",7,92
"90.R2rev",33,31,7,"R2rev",3,90
"91.R2rev",33,34,7,"R2rev",5,91
"92.R2rev",33,35,7,"R2rev",3,92
"90.R4",33,31,7,"R4",5,90
"91.R4",33,34,7,"R4",4,91
"92.R4",33,35,7,"R4",7,92
"90.R6rev",33,31,7,"R6rev",7,90
"91.R6rev",33,34,7,"R6rev",5,91
"92.R6rev",33,35,7,"R6rev",7,92
"90.R8",33,31,7,"R8",7,90
"91.R8",33,34,7,"R8",2,91
"92.R8",33,35,7,"R8",7,92
"90.R13",33,31,7,"R13",6,90
"91.R13",33,34,7,"R13",2,91
"92.R13",33,35,7,"R13",7,92
"90.R14",33,31,7,"R14",7,90
"91.R14",33,34,7,"R14",3,91
"92.R14",33,35,7,"R14",7,92
"90.R15",33,31,7,"R15",6,90
"91.R15",33,34,7,"R15",1,91
"92.R15",33,35,7,"R15",7,92
"90.R17rev",33,31,7,"R17rev",6,90
"91.R17rev",33,34,7,"R17rev",6,91
"92.R17rev",33,35,7,"R17rev",7,92
"93.R1",34,31,7,"R1",7,93
"94.R1",34,32,7,"R1",7,94
"95.R1",34,33,7,"R1",7,95
"96.R1",34,35,7,"R1",7,96
"93.R2rev",34,31,7,"R2rev",7,93
"94.R2rev",34,32,7,"R2rev",7,94
"95.R2rev",34,33,7,"R2rev",7,95
"96.R2rev",34,35,7,"R2rev",7,96
"93.R4",34,31,7,"R4",7,93
"94.R4",34,32,7,"R4",6,94
"95.R4",34,33,7,"R4",4,95
"96.R4",34,35,7,"R4",6,96
"93.R6rev",34,31,7,"R6rev",7,93
"94.R6rev",34,32,7,"R6rev",7,94
"95.R6rev",34,33,7,"R6rev",7,95
"96.R6rev",34,35,7,"R6rev",7,96
"93.R8",34,31,7,"R8",7,93
"94.R8",34,32,7,"R8",7,94
"95.R8",34,33,7,"R8",5,95
"96.R8",34,35,7,"R8",7,96
"93.R13",34,31,7,"R13",7,93
"94.R13",34,32,7,"R13",7,94
"95.R13",34,33,7,"R13",7,95
"96.R13",34,35,7,"R13",7,96
"93.R14",34,31,7,"R14",7,93
"94.R14",34,32,7,"R14",7,94
"95.R14",34,33,7,"R14",7,95
"96.R14",34,35,7,"R14",7,96
"93.R15",34,31,7,"R15",7,93
"94.R15",34,32,7,"R15",5,94
"95.R15",34,33,7,"R15",5,95
"96.R15",34,35,7,"R15",7,96
"93.R17rev",34,31,7,"R17rev",7,93
"94.R17rev",34,32,7,"R17rev",7,94
"95.R17rev",34,33,7,"R17rev",7,95
"96.R17rev",34,35,7,"R17rev",7,96
"97.R1",35,31,7,"R1",4,97
"98.R1",35,32,7,"R1",4,98
"99.R1",35,33,7,"R1",4,99
"100.R1",35,34,7,"R1",4,100
"97.R2rev",35,31,7,"R2rev",4,97
"98.R2rev",35,32,7,"R2rev",6,98
"99.R2rev",35,33,7,"R2rev",6,99
"100.R2rev",35,34,7,"R2rev",4,100
"97.R4",35,31,7,"R4",4,97
"98.R4",35,32,7,"R4",4,98
"99.R4",35,33,7,"R4",3,99
"100.R4",35,34,7,"R4",3,100
"97.R6rev",35,31,7,"R6rev",6,97
"98.R6rev",35,32,7,"R6rev",7,98
"99.R6rev",35,33,7,"R6rev",4,99
"100.R6rev",35,34,7,"R6rev",3,100
"97.R8",35,31,7,"R8",4,97
"98.R8",35,32,7,"R8",4,98
"99.R8",35,33,7,"R8",4,99
"100.R8",35,34,7,"R8",4,100
"97.R13",35,31,7,"R13",6,97
"98.R13",35,32,7,"R13",5,98
"99.R13",35,33,7,"R13",5,99
"100.R13",35,34,7,"R13",4,100
"97.R14",35,31,7,"R14",7,97
"98.R14",35,32,7,"R14",4,98
"99.R14",35,33,7,"R14",4,99
"100.R14",35,34,7,"R14",4,100
"97.R15",35,31,7,"R15",4,97
"98.R15",35,32,7,"R15",4,98
"99.R15",35,33,7,"R15",4,99
"100.R15",35,34,7,"R15",4,100
"97.R17rev",35,31,7,"R17rev",3,97
"98.R17rev",35,32,7,"R17rev",7,98
"99.R17rev",35,33,7,"R17rev",7,99
"100.R17rev",35,34,7,"R17rev",6,100
"101.R1",36,37,8,"R1",5,101
"102.R1",36,38,8,"R1",4,102
"103.R1",36,39,8,"R1",5,103
"104.R1",36,40,8,"R1",3,104
"101.R2rev",36,37,8,"R2rev",5,101
"102.R2rev",36,38,8,"R2rev",6,102
"103.R2rev",36,39,8,"R2rev",6,103
"104.R2rev",36,40,8,"R2rev",2,104
"101.R4",36,37,8,"R4",5,101
"102.R4",36,38,8,"R4",3,102
"103.R4",36,39,8,"R4",4,103
"104.R4",36,40,8,"R4",3,104
"101.R6rev",36,37,8,"R6rev",5,101
"102.R6rev",36,38,8,"R6rev",4,102
"103.R6rev",36,39,8,"R6rev",6,103
"104.R6rev",36,40,8,"R6rev",3,104
"101.R8",36,37,8,"R8",4,101
"102.R8",36,38,8,"R8",5,102
"103.R8",36,39,8,"R8",5,103
"104.R8",36,40,8,"R8",3,104
"101.R13",36,37,8,"R13",5,101
"102.R13",36,38,8,"R13",3,102
"103.R13",36,39,8,"R13",5,103
"104.R13",36,40,8,"R13",4,104
"101.R14",36,37,8,"R14",4,101
"102.R14",36,38,8,"R14",2,102
"103.R14",36,39,8,"R14",5,103
"104.R14",36,40,8,"R14",3,104
"101.R15",36,37,8,"R15",4,101
"102.R15",36,38,8,"R15",3,102
"103.R15",36,39,8,"R15",5,103
"104.R15",36,40,8,"R15",2,104
"101.R17rev",36,37,8,"R17rev",5,101
"102.R17rev",36,38,8,"R17rev",6,102
"103.R17rev",36,39,8,"R17rev",6,103
"104.R17rev",36,40,8,"R17rev",4,104
"105.R1",37,36,8,"R1",5,105
"106.R1",37,38,8,"R1",4,106
"107.R1",37,39,8,"R1",6,107
"108.R1",37,40,8,"R1",3,108
"105.R2rev",37,36,8,"R2rev",7,105
"106.R2rev",37,38,8,"R2rev",6,106
"107.R2rev",37,39,8,"R2rev",6,107
"108.R2rev",37,40,8,"R2rev",3,108
"105.R4",37,36,8,"R4",2,105
"106.R4",37,38,8,"R4",1,106
"107.R4",37,39,8,"R4",2,107
"108.R4",37,40,8,"R4",2,108
"105.R6rev",37,36,8,"R6rev",6,105
"106.R6rev",37,38,8,"R6rev",2,106
"107.R6rev",37,39,8,"R6rev",7,107
"108.R6rev",37,40,8,"R6rev",5,108
"105.R8",37,36,8,"R8",4,105
"106.R8",37,38,8,"R8",5,106
"107.R8",37,39,8,"R8",6,107
"108.R8",37,40,8,"R8",1,108
"105.R13",37,36,8,"R13",4,105
"106.R13",37,38,8,"R13",4,106
"107.R13",37,39,8,"R13",5,107
"108.R13",37,40,8,"R13",3,108
"105.R14",37,36,8,"R14",4,105
"106.R14",37,38,8,"R14",4,106
"107.R14",37,39,8,"R14",5,107
"108.R14",37,40,8,"R14",2,108
"105.R15",37,36,8,"R15",3,105
"106.R15",37,38,8,"R15",4,106
"107.R15",37,39,8,"R15",6,107
"108.R15",37,40,8,"R15",3,108
"105.R17rev",37,36,8,"R17rev",7,105
"106.R17rev",37,38,8,"R17rev",7,106
"107.R17rev",37,39,8,"R17rev",7,107
"108.R17rev",37,40,8,"R17rev",3,108
"109.R1",38,36,8,"R1",6,109
"110.R1",38,37,8,"R1",6,110
"111.R1",38,39,8,"R1",7,111
"112.R1",38,40,8,"R1",2,112
"109.R2rev",38,36,8,"R2rev",6,109
"110.R2rev",38,37,8,"R2rev",6,110
"111.R2rev",38,39,8,"R2rev",6,111
"112.R2rev",38,40,8,"R2rev",5,112
"109.R4",38,36,8,"R4",4,109
"110.R4",38,37,8,"R4",4,110
"111.R4",38,39,8,"R4",7,111
"112.R4",38,40,8,"R4",4,112
"109.R6rev",38,36,8,"R6rev",6,109
"110.R6rev",38,37,8,"R6rev",7,110
"111.R6rev",38,39,8,"R6rev",7,111
"112.R6rev",38,40,8,"R6rev",4,112
"109.R8",38,36,8,"R8",6,109
"110.R8",38,37,8,"R8",6,110
"111.R8",38,39,8,"R8",7,111
"112.R8",38,40,8,"R8",1,112
"109.R13",38,36,8,"R13",6,109
"110.R13",38,37,8,"R13",6,110
"111.R13",38,39,8,"R13",7,111
"112.R13",38,40,8,"R13",4,112
"109.R14",38,36,8,"R14",6,109
"110.R14",38,37,8,"R14",6,110
"111.R14",38,39,8,"R14",7,111
"112.R14",38,40,8,"R14",2,112
"109.R15",38,36,8,"R15",4,109
"110.R15",38,37,8,"R15",4,110
"111.R15",38,39,8,"R15",6,111
"112.R15",38,40,8,"R15",1,112
"109.R17rev",38,36,8,"R17rev",7,109
"110.R17rev",38,37,8,"R17rev",7,110
"111.R17rev",38,39,8,"R17rev",7,111
"112.R17rev",38,40,8,"R17rev",5,112
"113.R1",39,36,8,"R1",5,113
"114.R1",39,37,8,"R1",7,114
"115.R1",39,38,8,"R1",4,115
"116.R1",39,40,8,"R1",6,116
"113.R2rev",39,36,8,"R2rev",6,113
"114.R2rev",39,37,8,"R2rev",7,114
"115.R2rev",39,38,8,"R2rev",7,115
"116.R2rev",39,40,8,"R2rev",7,116
"113.R4",39,36,8,"R4",4,113
"114.R4",39,37,8,"R4",5,114
"115.R4",39,38,8,"R4",4,115
"116.R4",39,40,8,"R4",4,116
"113.R6rev",39,36,8,"R6rev",7,113
"114.R6rev",39,37,8,"R6rev",7,114
"115.R6rev",39,38,8,"R6rev",7,115
"116.R6rev",39,40,8,"R6rev",7,116
"113.R8",39,36,8,"R8",7,113
"114.R8",39,37,8,"R8",7,114
"115.R8",39,38,8,"R8",5,115
"116.R8",39,40,8,"R8",5,116
"113.R13",39,36,8,"R13",5,113
"114.R13",39,37,8,"R13",6,114
"115.R13",39,38,8,"R13",4,115
"116.R13",39,40,8,"R13",5,116
"113.R14",39,36,8,"R14",6,113
"114.R14",39,37,8,"R14",6,114
"115.R14",39,38,8,"R14",4,115
"116.R14",39,40,8,"R14",4,116
"113.R15",39,36,8,"R15",4,113
"114.R15",39,37,8,"R15",5,114
"115.R15",39,38,8,"R15",4,115
"116.R15",39,40,8,"R15",4,116
"113.R17rev",39,36,8,"R17rev",7,113
"114.R17rev",39,37,8,"R17rev",7,114
"115.R17rev",39,38,8,"R17rev",7,115
"116.R17rev",39,40,8,"R17rev",7,116
"117.R1",40,36,8,"R1",6,117
"118.R1",40,37,8,"R1",6,118
"119.R1",40,38,8,"R1",5,119
"120.R1",40,39,8,"R1",7,120
"117.R2rev",40,36,8,"R2rev",7,117
"118.R2rev",40,37,8,"R2rev",6,118
"119.R2rev",40,38,8,"R2rev",7,119
"120.R2rev",40,39,8,"R2rev",7,120
"117.R4",40,36,8,"R4",4,117
"118.R4",40,37,8,"R4",4,118
"119.R4",40,38,8,"R4",3,119
"120.R4",40,39,8,"R4",5,120
"117.R6rev",40,36,8,"R6rev",7,117
"118.R6rev",40,37,8,"R6rev",6,118
"119.R6rev",40,38,8,"R6rev",5,119
"120.R6rev",40,39,8,"R6rev",7,120
"117.R8",40,36,8,"R8",5,117
"118.R8",40,37,8,"R8",6,118
"119.R8",40,38,8,"R8",4,119
"120.R8",40,39,8,"R8",7,120
"117.R13",40,36,8,"R13",6,117
"118.R13",40,37,8,"R13",6,118
"119.R13",40,38,8,"R13",6,119
"120.R13",40,39,8,"R13",7,120
"117.R14",40,36,8,"R14",6,117
"118.R14",40,37,8,"R14",6,118
"119.R14",40,38,8,"R14",7,119
"120.R14",40,39,8,"R14",7,120
"117.R15",40,36,8,"R15",4,117
"118.R15",40,37,8,"R15",6,118
"119.R15",40,38,8,"R15",3,119
"120.R15",40,39,8,"R15",7,120
"117.R17rev",40,36,8,"R17rev",7,117
"118.R17rev",40,37,8,"R17rev",7,118
"119.R17rev",40,38,8,"R17rev",7,119
"120.R17rev",40,39,8,"R17rev",7,120
"121.R1",41,42,9,"R1",7,121
"122.R1",41,43,9,"R1",7,122
"123.R1",41,44,9,"R1",7,123
"124.R1",41,45,9,"R1",7,124
"121.R2rev",41,42,9,"R2rev",3,121
"122.R2rev",41,43,9,"R2rev",7,122
"123.R2rev",41,44,9,"R2rev",7,123
"124.R2rev",41,45,9,"R2rev",7,124
"121.R4",41,42,9,"R4",5,121
"122.R4",41,43,9,"R4",5,122
"123.R4",41,44,9,"R4",4,123
"124.R4",41,45,9,"R4",4,124
"121.R6rev",41,42,9,"R6rev",7,121
"122.R6rev",41,43,9,"R6rev",7,122
"123.R6rev",41,44,9,"R6rev",7,123
"124.R6rev",41,45,9,"R6rev",7,124
"121.R8",41,42,9,"R8",6,121
"122.R8",41,43,9,"R8",5,122
"123.R8",41,44,9,"R8",7,123
"124.R8",41,45,9,"R8",7,124
"121.R13",41,42,9,"R13",4,121
"122.R13",41,43,9,"R13",4,122
"123.R13",41,44,9,"R13",4,123
"124.R13",41,45,9,"R13",4,124
"121.R14",41,42,9,"R14",4,121
"122.R14",41,43,9,"R14",4,122
"123.R14",41,44,9,"R14",4,123
"124.R14",41,45,9,"R14",4,124
"121.R15",41,42,9,"R15",4,121
"122.R15",41,43,9,"R15",3,122
"123.R15",41,44,9,"R15",4,123
"124.R15",41,45,9,"R15",4,124
"121.R17rev",41,42,9,"R17rev",6,121
"122.R17rev",41,43,9,"R17rev",4,122
"123.R17rev",41,44,9,"R17rev",7,123
"124.R17rev",41,45,9,"R17rev",7,124
"125.R1",42,41,9,"R1",5,125
"126.R1",42,43,9,"R1",4,126
"127.R1",42,44,9,"R1",6,127
"128.R1",42,45,9,"R1",7,128
"125.R2rev",42,41,9,"R2rev",7,125
"126.R2rev",42,43,9,"R2rev",7,126
"127.R2rev",42,44,9,"R2rev",7,127
"128.R2rev",42,45,9,"R2rev",7,128
"125.R4",42,41,9,"R4",4,125
"126.R4",42,43,9,"R4",1,126
"127.R4",42,44,9,"R4",4,127
"128.R4",42,45,9,"R4",4,128
"125.R6rev",42,41,9,"R6rev",7,125
"126.R6rev",42,43,9,"R6rev",7,126
"127.R6rev",42,44,9,"R6rev",6,127
"128.R6rev",42,45,9,"R6rev",7,128
"125.R8",42,41,9,"R8",5,125
"126.R8",42,43,9,"R8",6,126
"127.R8",42,44,9,"R8",7,127
"128.R8",42,45,9,"R8",6,128
"125.R13",42,41,9,"R13",6,125
"126.R13",42,43,9,"R13",4,126
"127.R13",42,44,9,"R13",6,127
"128.R13",42,45,9,"R13",5,128
"125.R14",42,41,9,"R14",6,125
"126.R14",42,43,9,"R14",4,126
"127.R14",42,44,9,"R14",6,127
"128.R14",42,45,9,"R14",6,128
"125.R15",42,41,9,"R15",5,125
"126.R15",42,43,9,"R15",2,126
"127.R15",42,44,9,"R15",7,127
"128.R15",42,45,9,"R15",6,128
"125.R17rev",42,41,9,"R17rev",7,125
"126.R17rev",42,43,9,"R17rev",7,126
"127.R17rev",42,44,9,"R17rev",7,127
"128.R17rev",42,45,9,"R17rev",7,128
"129.R1",43,42,9,"R1",6,129
"130.R1",43,44,9,"R1",6,130
"131.R1",43,45,9,"R1",6,131
"129.R2rev",43,42,9,"R2rev",3,129
"130.R2rev",43,44,9,"R2rev",5,130
"131.R2rev",43,45,9,"R2rev",6,131
"129.R4",43,42,9,"R4",4,129
"130.R4",43,44,9,"R4",4,130
"131.R4",43,45,9,"R4",6,131
"129.R6rev",43,42,9,"R6rev",6,129
"130.R6rev",43,44,9,"R6rev",6,130
"131.R6rev",43,45,9,"R6rev",6,131
"129.R8",43,42,9,"R8",6,129
"130.R8",43,44,9,"R8",6,130
"131.R8",43,45,9,"R8",5,131
"129.R13",43,42,9,"R13",6,129
"130.R13",43,44,9,"R13",5,130
"131.R13",43,45,9,"R13",6,131
"129.R14",43,42,9,"R14",6,129
"130.R14",43,44,9,"R14",5,130
"131.R14",43,45,9,"R14",6,131
"129.R15",43,42,9,"R15",6,129
"130.R15",43,44,9,"R15",5,130
"131.R15",43,45,9,"R15",6,131
"129.R17rev",43,42,9,"R17rev",4,129
"130.R17rev",43,44,9,"R17rev",6,130
"131.R17rev",43,45,9,"R17rev",6,131
"132.R1",44,41,9,"R1",5,132
"133.R1",44,42,9,"R1",5,133
"134.R1",44,43,9,"R1",4,134
"135.R1",44,45,9,"R1",6,135
"132.R2rev",44,41,9,"R2rev",6,132
"133.R2rev",44,42,9,"R2rev",6,133
"134.R2rev",44,43,9,"R2rev",6,134
"135.R2rev",44,45,9,"R2rev",7,135
"132.R4",44,41,9,"R4",5,132
"133.R4",44,42,9,"R4",6,133
"134.R4",44,43,9,"R4",5,134
"135.R4",44,45,9,"R4",6,135
"132.R6rev",44,41,9,"R6rev",5,132
"133.R6rev",44,42,9,"R6rev",6,133
"134.R6rev",44,43,9,"R6rev",4,134
"135.R6rev",44,45,9,"R6rev",6,135
"132.R8",44,41,9,"R8",5,132
"133.R8",44,42,9,"R8",5,133
"134.R8",44,43,9,"R8",4,134
"135.R8",44,45,9,"R8",6,135
"132.R13",44,41,9,"R13",5,132
"133.R13",44,42,9,"R13",5,133
"134.R13",44,43,9,"R13",3,134
"135.R13",44,45,9,"R13",6,135
"132.R14",44,41,9,"R14",5,132
"133.R14",44,42,9,"R14",6,133
"134.R14",44,43,9,"R14",5,134
"135.R14",44,45,9,"R14",6,135
"132.R15",44,41,9,"R15",6,132
"133.R15",44,42,9,"R15",5,133
"134.R15",44,43,9,"R15",5,134
"135.R15",44,45,9,"R15",6,135
"132.R17rev",44,41,9,"R17rev",4,132
"133.R17rev",44,42,9,"R17rev",3,133
"134.R17rev",44,43,9,"R17rev",3,134
"135.R17rev",44,45,9,"R17rev",7,135
"136.R1",45,41,9,"R1",5,136
"137.R1",45,43,9,"R1",5,137
"138.R1",45,44,9,"R1",3,138
"136.R2rev",45,41,9,"R2rev",6,136
"137.R2rev",45,43,9,"R2rev",4,137
"138.R2rev",45,44,9,"R2rev",5,138
"136.R4",45,41,9,"R4",5,136
"137.R4",45,43,9,"R4",4,137
"138.R4",45,44,9,"R4",3,138
"136.R6rev",45,41,9,"R6rev",6,136
"137.R6rev",45,43,9,"R6rev",6,137
"138.R6rev",45,44,9,"R6rev",5,138
"136.R8",45,41,9,"R8",5,136
"137.R8",45,43,9,"R8",4,137
"138.R8",45,44,9,"R8",4,138
"136.R13",45,41,9,"R13",4,136
"137.R13",45,43,9,"R13",4,137
"138.R13",45,44,9,"R13",4,138
"136.R14",45,41,9,"R14",5,136
"137.R14",45,43,9,"R14",5,137
"138.R14",45,44,9,"R14",5,138
"136.R15",45,41,9,"R15",5,136
"137.R15",45,43,9,"R15",4,137
"138.R15",45,44,9,"R15",4,138
"136.R17rev",45,41,9,"R17rev",6,136
"137.R17rev",45,43,9,"R17rev",4,137
"138.R17rev",45,44,9,"R17rev",6,138
"139.R1",46,50,10,"R1",7,139
"139.R2rev",46,50,10,"R2rev",7,139
"139.R4",46,50,10,"R4",5,139
"139.R6rev",46,50,10,"R6rev",7,139
"139.R8",46,50,10,"R8",6,139
"139.R13",46,50,10,"R13",7,139
"139.R14",46,50,10,"R14",7,139
"139.R15",46,50,10,"R15",7,139
"139.R17rev",46,50,10,"R17rev",7,139
"140.R1",47,46,10,"R1",6,140
"141.R1",47,48,10,"R1",6,141
"142.R1",47,49,10,"R1",7,142
"143.R1",47,50,10,"R1",5,143
"140.R2rev",47,46,10,"R2rev",6,140
"141.R2rev",47,48,10,"R2rev",6,141
"142.R2rev",47,49,10,"R2rev",7,142
"143.R2rev",47,50,10,"R2rev",6,143
"140.R4",47,46,10,"R4",5,140
"141.R4",47,48,10,"R4",3,141
"142.R4",47,49,10,"R4",6,142
"143.R4",47,50,10,"R4",3,143
"140.R6rev",47,46,10,"R6rev",6,140
"141.R6rev",47,48,10,"R6rev",6,141
"142.R6rev",47,49,10,"R6rev",7,142
"143.R6rev",47,50,10,"R6rev",6,143
"140.R8",47,46,10,"R8",6,140
"141.R8",47,48,10,"R8",5,141
"142.R8",47,49,10,"R8",7,142
"143.R8",47,50,10,"R8",6,143
"140.R13",47,46,10,"R13",5,140
"141.R13",47,48,10,"R13",5,141
"142.R13",47,49,10,"R13",7,142
"143.R13",47,50,10,"R13",6,143
"140.R14",47,46,10,"R14",7,140
"141.R14",47,48,10,"R14",5,141
"142.R14",47,49,10,"R14",7,142
"143.R14",47,50,10,"R14",6,143
"140.R15",47,46,10,"R15",7,140
"141.R15",47,48,10,"R15",5,141
"142.R15",47,49,10,"R15",7,142
"143.R15",47,50,10,"R15",6,143
"140.R17rev",47,46,10,"R17rev",7,140
"141.R17rev",47,48,10,"R17rev",6,141
"142.R17rev",47,49,10,"R17rev",7,142
"143.R17rev",47,50,10,"R17rev",7,143
"144.R1",48,46,10,"R1",7,144
"145.R1",48,47,10,"R1",7,145
"146.R1",48,49,10,"R1",5,146
"147.R1",48,50,10,"R1",7,147
"144.R2rev",48,46,10,"R2rev",7,144
"145.R2rev",48,47,10,"R2rev",7,145
"146.R2rev",48,49,10,"R2rev",7,146
"147.R2rev",48,50,10,"R2rev",7,147
"144.R4",48,46,10,"R4",4,144
"145.R4",48,47,10,"R4",2,145
"146.R4",48,49,10,"R4",2,146
"147.R4",48,50,10,"R4",2,147
"144.R6rev",48,46,10,"R6rev",7,144
"145.R6rev",48,47,10,"R6rev",7,145
"146.R6rev",48,49,10,"R6rev",7,146
"147.R6rev",48,50,10,"R6rev",7,147
"144.R8",48,46,10,"R8",6,144
"145.R8",48,47,10,"R8",6,145
"146.R8",48,49,10,"R8",6,146
"147.R8",48,50,10,"R8",6,147
