"","rater_id","rated_ID","Group","presItem","prestigeRatings","id","Age","Sex","Score","OverConf","nominated","initInf","Liked","Inflntl","ScoreC","overconf","OverConfC","initLrn","raterId","ratedID","grpID","itemID"
"51.R2rev",18,19,4,"R2rev",7,51,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,69,69,25,6
"51.R4",18,19,4,"R4",1,51,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,69,69,25,7
"51.R6rev",18,19,4,"R6rev",7,51,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,69,69,25,8
"51.R8",18,19,4,"R8",6,51,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,69,69,25,9
"51.R13",18,19,4,"R13",6,51,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,69,69,25,2
"51.R14",18,19,4,"R14",5,51,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,69,69,25,3
"51.R15",18,19,4,"R15",5,51,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,69,69,25,4
"51.R17rev",18,19,4,"R17rev",7,51,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,69,69,25,5
"56.R1",20,19,4,"R1",6,56,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,70,69,25,1
"56.R2rev",20,19,4,"R2rev",7,56,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,70,69,25,6
"56.R4",20,19,4,"R4",4,56,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,70,69,25,7
"56.R6rev",20,19,4,"R6rev",7,56,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,70,69,25,8
"56.R8",20,19,4,"R8",5,56,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,70,69,25,9
"56.R13",20,19,4,"R13",5,56,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,70,69,25,2
"56.R14",20,19,4,"R14",5,56,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,70,69,25,3
"56.R15",20,19,4,"R15",5,56,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,70,69,25,4
"56.R17rev",20,19,4,"R17rev",7,56,67,1,25,35,0,0,0.916666666666667,0.430555555555556,-3.83891213389121,75,-0.44979079497908,0,70,69,25,5
"44.R1",16,20,4,"R1",7,44,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,66,70,25,1
"44.R2rev",16,20,4,"R2rev",7,44,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,66,70,25,6
"44.R4",16,20,4,"R4",7,44,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,66,70,25,7
"44.R6rev",16,20,4,"R6rev",7,44,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,66,70,25,8
"44.R8",16,20,4,"R8",7,44,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,66,70,25,9
"44.R13",16,20,4,"R13",7,44,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,66,70,25,2
"44.R14",16,20,4,"R14",7,44,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,66,70,25,3
"44.R15",16,20,4,"R15",6,44,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,66,70,25,4
"44.R17rev",16,20,4,"R17rev",7,44,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,66,70,25,5
"48.R1",17,20,4,"R1",6,48,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,68,70,25,1
"48.R2rev",17,20,4,"R2rev",6,48,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,68,70,25,6
"48.R4",17,20,4,"R4",4,48,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,68,70,25,7
"48.R6rev",17,20,4,"R6rev",6,48,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,68,70,25,8
"48.R8",17,20,4,"R8",6,48,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,68,70,25,9
"48.R13",17,20,4,"R13",3,48,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,68,70,25,2
"48.R14",17,20,4,"R14",5,48,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,68,70,25,3
"48.R15",17,20,4,"R15",5,48,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,68,70,25,4
"48.R17rev",17,20,4,"R17rev",7,48,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,68,70,25,5
"52.R1",18,20,4,"R1",6,52,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,69,70,25,1
"52.R2rev",18,20,4,"R2rev",7,52,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,69,70,25,6
"52.R4",18,20,4,"R4",3,52,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,69,70,25,7
"52.R6rev",18,20,4,"R6rev",7,52,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,69,70,25,8
"52.R8",18,20,4,"R8",6,52,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,69,70,25,9
"52.R13",18,20,4,"R13",6,52,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,69,70,25,2
"52.R14",18,20,4,"R14",6,52,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,69,70,25,3
"52.R15",18,20,4,"R15",5,52,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,69,70,25,4
"52.R17rev",18,20,4,"R17rev",7,52,72,1,33,37,1,1,0.944444444444444,0.777777777777778,4.16108786610879,77,1.55020920502092,1,69,70,25,5
"61.R1",22,21,5,"R1",7,61,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,72,71,26,1
"61.R2rev",22,21,5,"R2rev",6,61,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,72,71,26,6
"61.R4",22,21,5,"R4",6,61,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,72,71,26,7
"61.R6rev",22,21,5,"R6rev",7,61,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,72,71,26,8
"61.R8",22,21,5,"R8",6,61,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,72,71,26,9
"61.R13",22,21,5,"R13",6,61,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,72,71,26,2
"61.R14",22,21,5,"R14",6,61,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,72,71,26,3
"61.R15",22,21,5,"R15",6,61,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,72,71,26,4
"61.R17rev",22,21,5,"R17rev",7,61,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,72,71,26,5
"64.R1",23,21,5,"R1",6,64,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,73,71,26,1
"64.R2rev",23,21,5,"R2rev",7,64,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,73,71,26,6
"64.R4",23,21,5,"R4",6,64,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,73,71,26,7
"64.R6rev",23,21,5,"R6rev",7,64,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,73,71,26,8
"64.R8",23,21,5,"R8",6,64,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,73,71,26,9
"64.R13",23,21,5,"R13",6,64,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,73,71,26,2
"64.R14",23,21,5,"R14",6,64,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,73,71,26,3
"64.R15",23,21,5,"R15",6,64,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,73,71,26,4
"64.R17rev",23,21,5,"R17rev",6,64,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,73,71,26,5
"71.R1",25,21,5,"R1",7,71,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,75,71,26,1
"71.R2rev",25,21,5,"R2rev",7,71,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,75,71,26,6
"71.R4",25,21,5,"R4",5,71,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,75,71,26,7
"71.R6rev",25,21,5,"R6rev",7,71,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,75,71,26,8
"71.R8",25,21,5,"R8",6,71,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,75,71,26,9
"71.R13",25,21,5,"R13",6,71,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,75,71,26,2
"71.R14",25,21,5,"R14",6,71,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,75,71,26,3
"71.R15",25,21,5,"R15",6,71,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,75,71,26,4
"71.R17rev",25,21,5,"R17rev",7,71,71,0,26,34,0,0,0.888888888888889,0.592592592592593,-2.83891213389121,74,-1.44979079497908,1,75,71,26,5
"57.R1",21,22,5,"R1",6,57,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,71,72,26,1
"57.R2rev",21,22,5,"R2rev",4,57,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,71,72,26,6
"57.R4",21,22,5,"R4",6,57,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,71,72,26,7
"57.R6rev",21,22,5,"R6rev",7,57,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,71,72,26,8
"57.R8",21,22,5,"R8",6,57,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,71,72,26,9
"57.R13",21,22,5,"R13",7,57,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,71,72,26,2
"57.R14",21,22,5,"R14",6,57,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,71,72,26,3
"57.R15",21,22,5,"R15",6,57,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,71,72,26,4
"57.R17rev",21,22,5,"R17rev",7,57,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,71,72,26,5
"65.R1",23,22,5,"R1",6,65,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,73,72,26,1
"65.R2rev",23,22,5,"R2rev",6,65,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,73,72,26,6
"65.R4",23,22,5,"R4",6,65,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,73,72,26,7
"65.R6rev",23,22,5,"R6rev",6,65,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,73,72,26,8
"65.R8",23,22,5,"R8",6,65,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,73,72,26,9
"65.R13",23,22,5,"R13",6,65,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,73,72,26,2
"65.R14",23,22,5,"R14",6,65,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,73,72,26,3
"65.R15",23,22,5,"R15",5,65,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,73,72,26,4
"65.R17rev",23,22,5,"R17rev",6,65,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,73,72,26,5
"68.R1",24,22,5,"R1",7,68,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,74,72,26,1
"68.R2rev",24,22,5,"R2rev",7,68,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,74,72,26,6
"68.R4",24,22,5,"R4",7,68,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,74,72,26,7
"68.R6rev",24,22,5,"R6rev",7,68,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,74,72,26,8
"68.R8",24,22,5,"R8",7,68,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,74,72,26,9
"68.R13",24,22,5,"R13",7,68,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,74,72,26,2
"68.R14",24,22,5,"R14",7,68,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,74,72,26,3
"68.R15",24,22,5,"R15",7,68,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,74,72,26,4
"68.R17rev",24,22,5,"R17rev",7,68,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,74,72,26,5
"72.R1",25,22,5,"R1",6,72,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,75,72,26,1
"72.R2rev",25,22,5,"R2rev",7,72,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,75,72,26,6
"72.R4",25,22,5,"R4",2,72,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,75,72,26,7
"72.R6rev",25,22,5,"R6rev",6,72,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,75,72,26,8
"72.R8",25,22,5,"R8",6,72,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,75,72,26,9
"72.R13",25,22,5,"R13",7,72,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,75,72,26,2
"72.R14",25,22,5,"R14",6,72,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,75,72,26,3
"72.R15",25,22,5,"R15",6,72,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,75,72,26,4
"72.R17rev",25,22,5,"R17rev",7,72,72,0,28,24,0,1,0.958333333333333,0.555555555555556,-0.838912133891213,64,-11.4497907949791,0,75,72,26,5
"58.R1",21,23,5,"R1",6,58,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,71,73,26,1
"58.R2rev",21,23,5,"R2rev",7,58,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,71,73,26,6
"58.R4",21,23,5,"R4",4,58,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,71,73,26,7
"58.R6rev",21,23,5,"R6rev",6,58,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,71,73,26,8
"58.R8",21,23,5,"R8",6,58,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,71,73,26,9
"58.R13",21,23,5,"R13",6,58,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,71,73,26,2
"58.R14",21,23,5,"R14",7,58,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,71,73,26,3
"58.R15",21,23,5,"R15",5,58,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,71,73,26,4
"58.R17rev",21,23,5,"R17rev",7,58,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,71,73,26,5
"62.R1",22,23,5,"R1",4,62,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,72,73,26,1
"62.R2rev",22,23,5,"R2rev",4,62,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,72,73,26,6
"62.R4",22,23,5,"R4",1,62,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,72,73,26,7
"62.R6rev",22,23,5,"R6rev",6,62,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,72,73,26,8
"62.R8",22,23,5,"R8",5,62,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,72,73,26,9
"62.R13",22,23,5,"R13",5,62,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,72,73,26,2
"62.R14",22,23,5,"R14",4,62,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,72,73,26,3
"62.R15",22,23,5,"R15",2,62,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,72,73,26,4
"62.R17rev",22,23,5,"R17rev",7,62,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,72,73,26,5
"69.R1",24,23,5,"R1",5,69,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,74,73,26,1
"69.R2rev",24,23,5,"R2rev",7,69,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,74,73,26,6
"69.R4",24,23,5,"R4",5,69,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,74,73,26,7
"69.R6rev",24,23,5,"R6rev",7,69,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,74,73,26,8
"69.R8",24,23,5,"R8",5,69,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,74,73,26,9
"69.R13",24,23,5,"R13",4,69,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,74,73,26,2
"69.R14",24,23,5,"R14",4,69,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,74,73,26,3
"69.R15",24,23,5,"R15",4,69,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,74,73,26,4
"69.R17rev",24,23,5,"R17rev",7,69,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,74,73,26,5
"73.R1",25,23,5,"R1",4,73,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,75,73,26,1
"73.R2rev",25,23,5,"R2rev",4,73,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,75,73,26,6
"73.R4",25,23,5,"R4",2,73,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,75,73,26,7
"73.R6rev",25,23,5,"R6rev",7,73,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,75,73,26,8
"73.R8",25,23,5,"R8",5,73,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,75,73,26,9
"73.R13",25,23,5,"R13",6,73,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,75,73,26,2
"73.R14",25,23,5,"R14",6,73,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,75,73,26,3
"73.R15",25,23,5,"R15",5,73,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,75,73,26,4
"73.R17rev",25,23,5,"R17rev",7,73,62,0,36,36,1,0,0.916666666666667,0.444444444444444,7.16108786610879,76,0.55020920502092,0,75,73,26,5
"59.R1",21,24,5,"R1",7,59,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,71,74,26,1
"59.R2rev",21,24,5,"R2rev",4,59,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,71,74,26,6
"59.R4",21,24,5,"R4",4,59,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,71,74,26,7
"59.R6rev",21,24,5,"R6rev",7,59,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,71,74,26,8
"59.R8",21,24,5,"R8",6,59,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,71,74,26,9
"59.R13",21,24,5,"R13",4,59,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,71,74,26,2
"59.R14",21,24,5,"R14",6,59,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,71,74,26,3
"59.R15",21,24,5,"R15",5,59,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,71,74,26,4
"59.R17rev",21,24,5,"R17rev",7,59,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,71,74,26,5
"63.R1",22,24,5,"R1",6,63,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,72,74,26,1
"63.R2rev",22,24,5,"R2rev",7,63,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,72,74,26,6
"63.R4",22,24,5,"R4",4,63,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,72,74,26,7
"63.R6rev",22,24,5,"R6rev",7,63,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,72,74,26,8
"63.R8",22,24,5,"R8",6,63,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,72,74,26,9
"63.R13",22,24,5,"R13",7,63,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,72,74,26,2
"63.R14",22,24,5,"R14",7,63,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,72,74,26,3
"63.R15",22,24,5,"R15",7,63,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,72,74,26,4
"63.R17rev",22,24,5,"R17rev",7,63,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,72,74,26,5
"66.R1",23,24,5,"R1",6,66,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,73,74,26,1
"66.R2rev",23,24,5,"R2rev",6,66,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,73,74,26,6
"66.R4",23,24,5,"R4",6,66,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,73,74,26,7
"66.R6rev",23,24,5,"R6rev",6,66,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,73,74,26,8
"66.R8",23,24,5,"R8",6,66,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,73,74,26,9
"66.R13",23,24,5,"R13",6,66,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,73,74,26,2
"66.R14",23,24,5,"R14",6,66,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,73,74,26,3
"66.R15",23,24,5,"R15",5,66,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,73,74,26,4
"66.R17rev",23,24,5,"R17rev",6,66,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,73,74,26,5
"74.R1",25,24,5,"R1",5,74,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,75,74,26,1
"74.R2rev",25,24,5,"R2rev",6,74,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,75,74,26,6
"74.R4",25,24,5,"R4",1,74,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,75,74,26,7
"74.R6rev",25,24,5,"R6rev",7,74,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,75,74,26,8
"74.R8",25,24,5,"R8",3,74,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,75,74,26,9
"74.R13",25,24,5,"R13",5,74,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,75,74,26,2
"74.R14",25,24,5,"R14",5,74,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,75,74,26,3
"74.R15",25,24,5,"R15",5,74,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,75,74,26,4
"74.R17rev",25,24,5,"R17rev",7,74,77,0,27,43,0,0,0.875,0.541666666666667,-1.83891213389121,83,7.55020920502092,0,75,74,26,5
